,Rk,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,market_value_in_eur,highest_market_value_in_eur,Pos_FW,Pos_FWMF,Pos_MF,Pos_MFFW
109,183.0,1997.0,30.0,23.0,1780.0,19.8,4.0,3.0,7.0,4.0,0.0,0.0,4.0,0.0,4.9,4.9,3.7,8.6,79.0,26.0,171.0,0.2,0.15,0.35,0.2,0.35,0.25,0.19,0.44,0.25,0.44,25000000.0,45000000.0,0.0,0.0,1.0,0.0
110,186.0,2000.0,7.0,0.0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.21,500000.0,600000.0,0.0,1.0,0.0,0.0
111,187.0,2004.0,11.0,6.0,526.0,5.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.4,1.2,10.0,24.0,1.0,0.17,0.0,0.17,0.17,0.17,0.13,0.06,0.2,0.13,0.2,13000000.0,13000000.0,0.0,0.0,1.0,0.0
112,188.0,1999.0,19.0,8.0,940.0,10.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,1.2,2.4,22.0,29.0,47.0,0.1,0.1,0.19,0.1,0.19,0.12,0.11,0.23,0.12,0.23,8000000.0,10000000.0,0.0,0.0,1.0,0.0
113,189.0,1999.0,14.0,6.0,662.0,7.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.6,1.6,1.1,2.7,21.0,38.0,77.0,0.14,0.0,0.14,0.14,0.14,0.22,0.15,0.37,0.22,0.37,8000000.0,10000000.0,0.0,1.0,0.0,0.0
114,190.0,1991.0,3.0,0.0,59.0,0.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,1.53,1.53,0.0,1.53,0.0,1.56,1.56,0.0,1.56,5000000.0,25000000.0,0.0,0.0,1.0,0.0
115,191.0,1994.0,3.0,0.0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,40000000.0,0.0,0.0,1.0,0.0
116,194.0,2003.0,25.0,23.0,1717.0,19.1,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,2.3,2.3,1.6,3.9,56.0,68.0,88.0,0.21,0.0,0.21,0.21,0.21,0.12,0.08,0.2,0.12,0.2,10000000.0,10000000.0,0.0,0.0,0.0,1.0
117,197.0,2004.0,16.0,3.0,312.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.3,0.3,0.1,0.4,14.0,25.0,6.0,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.11,0.09,0.11,3000000.0,3000000.0,0.0,0.0,1.0,0.0
118,202.0,2001.0,34.0,31.0,2729.0,30.3,19.0,2.0,21.0,13.0,6.0,7.0,5.0,0.0,24.3,18.7,3.3,22.0,55.0,49.0,257.0,0.63,0.07,0.69,0.43,0.49,0.8,0.11,0.91,0.62,0.73,25000000.0,25000000.0,0.0,0.0,0.0,1.0
119,204.0,1996.0,30.0,28.0,2423.0,26.9,5.0,6.0,11.0,5.0,0.0,0.0,5.0,0.0,6.9,6.9,6.1,13.0,99.0,131.0,295.0,0.19,0.22,0.41,0.19,0.41,0.25,0.23,0.48,0.25,0.48,20000000.0,25000000.0,1.0,0.0,0.0,0.0
120,205.0,1993.0,26.0,16.0,1393.0,15.5,4.0,2.0,6.0,4.0,0.0,1.0,2.0,0.0,7.6,6.8,0.9,7.7,15.0,22.0,89.0,0.26,0.13,0.39,0.26,0.39,0.49,0.06,0.55,0.44,0.5,10000000.0,22000000.0,0.0,0.0,1.0,0.0
121,206.0,2001.0,34.0,17.0,1496.0,16.6,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,2.7,2.7,1.2,3.9,74.0,22.0,148.0,0.06,0.06,0.12,0.06,0.12,0.16,0.07,0.23,0.16,0.23,3000000.0,3000000.0,1.0,0.0,0.0,0.0
122,207.0,1995.0,33.0,26.0,2124.0,23.6,2.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,1.7,1.7,2.6,4.3,37.0,95.0,86.0,0.08,0.0,0.08,0.08,0.08,0.07,0.11,0.18,0.07,0.18,3500000.0,3500000.0,0.0,0.0,1.0,0.0
123,208.0,1992.0,27.0,23.0,1659.0,18.4,5.0,1.0,6.0,5.0,0.0,0.0,7.0,0.0,4.9,4.9,1.2,6.1,38.0,50.0,82.0,0.27,0.05,0.33,0.27,0.33,0.26,0.07,0.33,0.26,0.33,1800000.0,7000000.0,1.0,0.0,0.0,0.0
124,209.0,1998.0,20.0,4.0,575.0,6.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.4,0.4,1.0,1.4,8.0,39.0,22.0,0.0,0.16,0.16,0.0,0.16,0.06,0.16,0.22,0.06,0.22,3000000.0,3000000.0,0.0,0.0,1.0,0.0
127,212.0,1993.0,9.0,3.0,338.0,3.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,3.0,14.0,0.0,0.0,0.27,0.27,0.0,0.27,0.03,0.1,0.12,0.03,0.12,900000.0,2000000.0,0.0,0.0,1.0,0.0
128,214.0,2002.0,23.0,12.0,1177.0,13.1,5.0,6.0,11.0,5.0,0.0,0.0,3.0,0.0,2.7,2.7,3.2,5.9,41.0,31.0,135.0,0.38,0.46,0.84,0.38,0.84,0.21,0.25,0.45,0.21,0.45,7000000.0,7000000.0,0.0,1.0,0.0,0.0
129,217.0,1997.0,16.0,4.0,448.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.7,5.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,0.12,0.03,0.15,0.12,0.15,3500000.0,4000000.0,0.0,0.0,1.0,0.0
130,218.0,1997.0,32.0,29.0,2440.0,27.1,5.0,6.0,11.0,5.0,0.0,0.0,6.0,0.0,3.0,3.0,5.4,8.5,72.0,201.0,161.0,0.18,0.22,0.41,0.18,0.41,0.11,0.2,0.31,0.11,0.31,70000000.0,70000000.0,0.0,0.0,1.0,0.0
131,219.0,1997.0,22.0,12.0,1072.0,11.9,1.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,2.9,3.9,51.0,29.0,154.0,0.08,0.42,0.5,0.08,0.5,0.08,0.25,0.33,0.08,0.33,3000000.0,3000000.0,1.0,0.0,0.0,0.0
132,220.0,1993.0,24.0,8.0,840.0,9.3,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,4.0,4.0,1.5,5.5,24.0,37.0,43.0,0.32,0.21,0.54,0.32,0.54,0.44,0.16,0.61,0.44,0.61,9000000.0,30000000.0,0.0,0.0,1.0,0.0
133,221.0,1998.0,20.0,2.0,482.0,5.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,13.0,32.0,27.0,0.0,0.19,0.19,0.0,0.19,0.09,0.09,0.18,0.09,0.18,1500000.0,3500000.0,0.0,1.0,0.0,0.0
134,222.0,1997.0,31.0,30.0,2533.0,28.1,12.0,1.0,13.0,12.0,0.0,0.0,3.0,0.0,8.4,8.4,2.9,11.3,93.0,73.0,248.0,0.43,0.04,0.46,0.43,0.46,0.3,0.1,0.4,0.3,0.4,32000000.0,35000000.0,0.0,0.0,1.0,0.0
136,224.0,2001.0,3.0,3.0,158.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,900000.0,900000.0,0.0,0.0,1.0,0.0
138,227.0,2003.0,16.0,5.0,573.0,6.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.6,1.0,13.0,41.0,24.0,0.0,0.16,0.16,0.0,0.16,0.06,0.09,0.15,0.06,0.15,5000000.0,5000000.0,0.0,0.0,1.0,0.0
139,228.0,1998.0,28.0,22.0,1661.0,18.5,3.0,5.0,8.0,3.0,0.0,0.0,3.0,0.0,2.7,2.7,3.6,6.3,50.0,43.0,117.0,0.16,0.27,0.43,0.16,0.43,0.15,0.2,0.34,0.15,0.34,12000000.0,20000000.0,0.0,1.0,0.0,0.0
143,235.0,1991.0,15.0,8.0,686.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.0,0.2,3.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,1500000.0,10000000.0,1.0,0.0,0.0,0.0
144,239.0,1988.0,16.0,3.0,554.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,1.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,600000.0,6000000.0,1.0,0.0,0.0,0.0
145,240.0,1999.0,30.0,30.0,2357.0,26.2,7.0,3.0,10.0,7.0,0.0,0.0,7.0,0.0,6.8,6.8,4.2,11.0,71.0,93.0,138.0,0.27,0.11,0.38,0.27,0.38,0.26,0.16,0.42,0.26,0.42,20000000.0,22000000.0,0.0,0.0,0.0,1.0
146,241.0,1996.0,31.0,23.0,1829.0,20.3,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,1.9,4.0,45.0,63.0,104.0,0.05,0.05,0.1,0.05,0.1,0.1,0.1,0.2,0.1,0.2,1000000.0,1000000.0,1.0,0.0,0.0,0.0
147,243.0,1996.0,2.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.27,800000.0,1500000.0,0.0,0.0,1.0,0.0
148,245.0,1990.0,4.0,0.0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,5.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.25,0.12,0.25,800000.0,3000000.0,1.0,0.0,0.0,0.0
149,249.0,2005.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,250000.0,0.0,0.0,1.0,0.0
150,250.0,1995.0,31.0,30.0,2289.0,25.4,9.0,5.0,14.0,9.0,0.0,0.0,2.0,0.0,4.8,4.8,4.7,9.5,90.0,38.0,203.0,0.35,0.2,0.55,0.35,0.55,0.19,0.18,0.37,0.19,0.37,15000000.0,15000000.0,1.0,0.0,0.0,0.0
151,253.0,1997.0,7.0,2.0,167.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11,17000000.0,55000000.0,1.0,0.0,0.0,0.0
153,256.0,1991.0,30.0,14.0,1305.0,14.5,7.0,1.0,8.0,7.0,0.0,0.0,5.0,0.0,4.3,4.3,1.2,5.5,10.0,57.0,73.0,0.48,0.07,0.55,0.48,0.55,0.29,0.08,0.38,0.29,0.38,1500000.0,1500000.0,0.0,0.0,1.0,0.0
154,259.0,2004.0,2.0,1.0,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,150000.0,150000.0,0.0,0.0,0.0,1.0
155,260.0,1992.0,17.0,15.0,1150.0,12.8,6.0,3.0,9.0,1.0,5.0,6.0,2.0,0.0,6.2,1.8,3.5,5.3,32.0,55.0,68.0,0.47,0.23,0.7,0.08,0.31,0.48,0.27,0.76,0.14,0.42,1800000.0,3000000.0,0.0,0.0,1.0,0.0
156,261.0,1992.0,6.0,4.0,356.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.8,1.4,16.0,14.0,31.0,0.0,0.51,0.51,0.0,0.51,0.17,0.19,0.36,0.17,0.36,1800000.0,3000000.0,0.0,0.0,0.0,1.0
157,262.0,1994.0,34.0,26.0,2327.0,25.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,0.6,1.0,19.0,112.0,33.0,0.04,0.0,0.04,0.04,0.04,0.02,0.02,0.04,0.02,0.04,3000000.0,4000000.0,0.0,0.0,1.0,0.0
158,266.0,1990.0,8.0,1.0,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,22000000.0,1.0,0.0,0.0,0.0
159,267.0,1998.0,26.0,25.0,2072.0,23.0,1.0,6.0,7.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,4.5,6.5,88.0,131.0,94.0,0.04,0.26,0.3,0.04,0.3,0.09,0.2,0.28,0.09,0.28,10000000.0,10000000.0,0.0,0.0,1.0,0.0
160,269.0,2003.0,30.0,29.0,2601.0,28.9,7.0,4.0,11.0,7.0,0.0,0.0,8.0,0.0,7.0,7.0,3.9,10.9,91.0,242.0,135.0,0.24,0.14,0.38,0.24,0.38,0.24,0.14,0.38,0.24,0.38,120000000.0,120000000.0,0.0,0.0,1.0,0.0
161,271.0,1993.0,27.0,7.0,849.0,9.4,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.9,2.1,1.5,3.7,18.0,9.0,71.0,0.0,0.21,0.21,0.0,0.21,0.31,0.16,0.47,0.23,0.39,9000000.0,40000000.0,0.0,0.0,1.0,0.0
162,272.0,1999.0,33.0,30.0,2652.0,29.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,1.6,2.5,27.0,130.0,32.0,0.0,0.03,0.03,0.0,0.03,0.03,0.05,0.08,0.03,0.08,15000000.0,18000000.0,0.0,0.0,1.0,0.0
163,273.0,2005.0,15.0,11.0,879.0,9.8,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,1.8,1.8,1.2,3.0,28.0,51.0,79.0,0.41,0.1,0.51,0.41,0.51,0.19,0.12,0.31,0.19,0.31,18000000.0,18000000.0,0.0,0.0,1.0,0.0
164,274.0,2003.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,400000.0,0.0,0.0,1.0,0.0
165,275.0,1990.0,29.0,25.0,1892.0,21.0,17.0,6.0,23.0,13.0,4.0,5.0,4.0,0.0,15.0,11.0,3.5,14.5,44.0,68.0,180.0,0.81,0.29,1.09,0.62,0.9,0.71,0.17,0.88,0.53,0.69,20000000.0,50000000.0,0.0,1.0,0.0,0.0
166,277.0,1994.0,14.0,10.0,931.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,0.4,1.7,10.0,26.0,29.0,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0.17,0.13,0.17,1500000.0,20000000.0,0.0,1.0,0.0,0.0
167,278.0,2002.0,4.0,2.0,176.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,9.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,300000.0,300000.0,0.0,0.0,0.0,1.0
168,279.0,1997.0,28.0,24.0,2007.0,22.3,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,1.0,1.0,3.3,4.3,30.0,132.0,52.0,0.09,0.09,0.18,0.09,0.18,0.04,0.15,0.19,0.04,0.19,40000000.0,40000000.0,0.0,1.0,0.0,0.0
169,280.0,1995.0,33.0,21.0,1976.0,22.0,6.0,3.0,9.0,2.0,4.0,4.0,0.0,0.0,6.8,3.7,4.4,8.1,98.0,79.0,225.0,0.27,0.14,0.41,0.09,0.23,0.31,0.2,0.51,0.17,0.37,22000000.0,25000000.0,0.0,1.0,0.0,0.0
170,282.0,1994.0,28.0,27.0,2309.0,25.7,4.0,4.0,8.0,2.0,2.0,2.0,6.0,1.0,3.1,1.5,2.1,3.6,44.0,165.0,24.0,0.16,0.16,0.31,0.08,0.23,0.12,0.08,0.2,0.06,0.14,7000000.0,20000000.0,0.0,0.0,1.0,0.0
171,283.0,1997.0,18.0,17.0,1500.0,16.7,5.0,2.0,7.0,5.0,0.0,0.0,8.0,0.0,2.2,2.2,0.8,3.1,26.0,76.0,19.0,0.3,0.12,0.42,0.3,0.42,0.13,0.05,0.18,0.13,0.18,40000000.0,50000000.0,0.0,1.0,0.0,0.0
172,284.0,1987.0,21.0,21.0,1785.0,19.8,17.0,3.0,20.0,11.0,6.0,7.0,1.0,0.0,19.4,13.6,5.6,19.2,65.0,120.0,139.0,0.86,0.15,1.01,0.55,0.71,0.98,0.28,1.26,0.69,0.97,35000000.0,60000000.0,0.0,0.0,1.0,0.0
173,285.0,1994.0,22.0,18.0,1530.0,17.0,9.0,6.0,15.0,4.0,5.0,6.0,6.0,0.0,8.5,3.8,4.6,8.3,41.0,92.0,174.0,0.53,0.35,0.88,0.24,0.59,0.5,0.27,0.77,0.22,0.49,18000000.0,35000000.0,0.0,0.0,0.0,1.0
174,287.0,1995.0,32.0,22.0,1942.0,21.6,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,3.8,3.8,4.1,7.8,54.0,65.0,211.0,0.14,0.05,0.19,0.14,0.19,0.17,0.19,0.36,0.17,0.36,15000000.0,15000000.0,0.0,0.0,1.0,0.0
175,289.0,1997.0,3.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,4000000.0,4500000.0,0.0,1.0,0.0,0.0
176,291.0,1998.0,21.0,19.0,1583.0,17.6,9.0,4.0,13.0,6.0,3.0,4.0,9.0,1.0,7.8,4.7,2.7,7.3,19.0,26.0,96.0,0.51,0.23,0.74,0.34,0.57,0.44,0.15,0.59,0.26,0.42,12000000.0,12000000.0,1.0,0.0,0.0,0.0
177,296.0,1990.0,2.0,0.0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900000.0,1250000.0,0.0,0.0,0.0,1.0
179,297.0,1998.0,30.0,21.0,1938.0,21.5,10.0,1.0,11.0,9.0,1.0,1.0,2.0,0.0,9.9,9.2,2.0,11.2,23.0,12.0,114.0,0.46,0.05,0.51,0.42,0.46,0.46,0.09,0.56,0.42,0.52,13000000.0,13000000.0,0.0,0.0,0.0,1.0
180,300.0,2002.0,5.0,2.0,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,600000.0,600000.0,0.0,1.0,0.0,0.0
181,305.0,2001.0,19.0,14.0,1169.0,13.0,6.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,6.1,6.1,1.3,7.4,18.0,13.0,49.0,0.46,0.15,0.62,0.46,0.62,0.47,0.1,0.57,0.47,0.57,10000000.0,11000000.0,0.0,0.0,0.0,1.0
182,306.0,2001.0,3.0,1.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.09,0.03,0.09,10000000.0,11000000.0,1.0,0.0,0.0,0.0
183,307.0,1996.0,34.0,32.0,2615.0,29.1,7.0,1.0,8.0,7.0,0.0,0.0,5.0,0.0,4.9,4.9,3.1,8.0,37.0,76.0,95.0,0.24,0.03,0.28,0.24,0.28,0.17,0.11,0.28,0.17,0.28,18000000.0,18000000.0,0.0,1.0,0.0,0.0
184,308.0,1993.0,1.0,0.0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,1000000.0,1.0,0.0,0.0,0.0
186,312.0,2005.0,10.0,3.0,309.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7,1.8,8.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.29,0.22,0.51,0.29,0.51,3500000.0,3500000.0,0.0,1.0,0.0,0.0
187,313.0,1996.0,20.0,8.0,814.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.5,0.7,10.0,45.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,25000000.0,35000000.0,0.0,1.0,0.0,0.0
190,320.0,1997.0,33.0,26.0,2466.0,27.4,7.0,4.0,11.0,5.0,2.0,4.0,3.0,0.0,8.1,5.1,4.8,9.9,107.0,141.0,224.0,0.26,0.15,0.4,0.18,0.33,0.29,0.18,0.47,0.19,0.36,18000000.0,18000000.0,0.0,1.0,0.0,0.0
191,324.0,1996.0,32.0,23.0,2104.0,23.4,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,2.2,2.2,0.9,3.1,13.0,86.0,31.0,0.04,0.0,0.04,0.04,0.04,0.09,0.04,0.13,0.09,0.13,2000000.0,8000000.0,0.0,0.0,0.0,1.0
192,326.0,2001.0,11.0,2.0,237.0,2.6,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.3,2.3,0.3,2.6,3.0,2.0,17.0,1.14,0.0,1.14,1.14,1.14,0.87,0.11,0.98,0.87,0.98,8000000.0,20000000.0,0.0,1.0,0.0,0.0
193,328.0,1987.0,15.0,4.0,404.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.2,0.5,2.0,22.0,20.0,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.11,0.08,0.11,700000.0,23000000.0,0.0,0.0,1.0,0.0
194,329.0,1995.0,3.0,0.0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.28,1.01,1.3,0.28,1.3,1200000.0,5000000.0,0.0,1.0,0.0,0.0
195,330.0,1994.0,19.0,9.0,933.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.7,1.2,3.0,48.0,23.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.12,0.05,0.12,2000000.0,6000000.0,0.0,0.0,0.0,1.0
197,332.0,1999.0,20.0,7.0,684.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.6,7.0,24.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.07,0.02,0.07,4000000.0,4000000.0,0.0,0.0,1.0,0.0
198,333.0,1997.0,5.0,1.0,184.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,7.0,11.0,15.0,0.49,0.0,0.49,0.49,0.49,0.19,0.05,0.25,0.19,0.25,1500000.0,2500000.0,0.0,0.0,1.0,0.0
199,335.0,1989.0,28.0,21.0,1858.0,20.6,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,3.9,3.9,2.9,6.8,59.0,97.0,91.0,0.19,0.05,0.24,0.19,0.24,0.19,0.14,0.33,0.19,0.33,2500000.0,24000000.0,0.0,0.0,1.0,0.0
200,336.0,1997.0,24.0,12.0,1119.0,12.4,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.4,2.4,1.1,3.5,11.0,43.0,67.0,0.16,0.08,0.24,0.16,0.24,0.19,0.09,0.28,0.19,0.28,4500000.0,5000000.0,1.0,0.0,0.0,0.0
203,342.0,2004.0,3.0,0.0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,1500000.0,1500000.0,0.0,0.0,1.0,0.0
204,344.0,1995.0,30.0,10.0,1051.0,11.7,2.0,2.0,4.0,1.0,1.0,1.0,5.0,0.0,4.1,3.3,1.9,5.1,24.0,32.0,97.0,0.17,0.17,0.34,0.09,0.26,0.35,0.16,0.51,0.28,0.44,12000000.0,20000000.0,0.0,1.0,0.0,0.0
205,345.0,2000.0,24.0,6.0,668.0,7.4,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,1.8,2.3,10.0,17.0,51.0,0.13,0.4,0.54,0.13,0.54,0.08,0.24,0.32,0.08,0.32,3800000.0,4000000.0,0.0,1.0,0.0,0.0
207,349.0,2004.0,15.0,7.0,656.0,7.3,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,3.1,4.7,37.0,27.0,76.0,0.0,0.55,0.55,0.0,0.55,0.21,0.43,0.64,0.21,0.64,2500000.0,2500000.0,0.0,1.0,0.0,0.0
208,350.0,1999.0,23.0,18.0,1567.0,17.4,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.8,0.8,1.3,2.1,33.0,83.0,51.0,0.06,0.06,0.11,0.06,0.11,0.05,0.08,0.12,0.05,0.12,7000000.0,7000000.0,1.0,0.0,0.0,0.0
209,352.0,1993.0,13.0,9.0,834.0,9.3,4.0,3.0,7.0,2.0,2.0,2.0,3.0,1.0,3.6,2.1,2.9,5.0,49.0,56.0,94.0,0.43,0.32,0.76,0.22,0.54,0.39,0.32,0.71,0.22,0.54,10000000.0,15000000.0,0.0,1.0,0.0,0.0
210,356.0,1991.0,33.0,32.0,2514.0,27.9,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.7,1.7,3.8,5.5,33.0,101.0,46.0,0.04,0.07,0.11,0.04,0.11,0.06,0.14,0.2,0.06,0.2,1300000.0,4000000.0,0.0,0.0,1.0,0.0
211,357.0,1994.0,33.0,33.0,2730.0,30.3,4.0,8.0,12.0,3.0,1.0,1.0,5.0,1.0,6.1,5.3,10.0,15.3,32.0,235.0,228.0,0.13,0.26,0.4,0.1,0.36,0.2,0.33,0.53,0.17,0.51,18000000.0,18000000.0,0.0,1.0,0.0,0.0
212,358.0,2002.0,18.0,7.0,713.0,7.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.7,0.4,0.7,1.1,6.0,23.0,18.0,0.13,0.0,0.13,0.13,0.13,0.08,0.08,0.17,0.05,0.13,3000000.0,3000000.0,1.0,0.0,0.0,0.0
